verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
2KI.23.5	23	5	And he put down the idolatrous priests, whom the kings of Judah had ordained to burn incense in the high places in the cities of Judah, and in the places round about Jerusalem; them also that burned incense unto Baal, to the sun, and to the moon, and to the planets, and to all the host of heaven. {put...: Heb. caused to cease} {idolatrous...: Heb. Chemarim} {planets: or, twelve signs or, constellations}	-0.0652	neutral	Y quitó á los Camoreos, que habían puesto los reyes de Judá para que quemasen perfumes en los altos en las ciudades de Judá, y en los alrededores de Jerusalem; y asimismo á los que quemaban perfumes á Baal, al sol y á la luna, y á los signos, y á todo el ejército del cielo.
2KI.23.6	23	6	And he brought out the grove from the house of the LORD, without Jerusalem, unto the brook Kidron, and burned it at the brook Kidron, and stamped {it} small to powder, and cast the powder thereof upon the graves of the children of the people.	-0.25	negative	Hizo también sacar el bosque fuera de la casa de Jehová, fuera de Jerusalem, al torrente de Cedrón, y quemólo en el torrente de Cedrón, y tornólo en polvo, y echó el polvo de él sobre los sepulcros de los hijos del pueblo.
2KI.23.7	23	7	And he brake down the houses of the sodomites, that {were} by the house of the LORD, where the women wove hangings for the grove. {hangings: Heb. houses}	-0.1556	negative	Además derribó las casas de los sodomitas que estaban en la casa de Jehová, en las cuales tejían las mujeres pabellones para el bosque.
2KI.23.8	23	8	And he brought all the priests out of the cities of Judah, and defiled the high places where the priests had burned incense, from Geba to Beersheba, and brake down the high places of the gates that {were} in the entering in of the gate of Joshua the governor of the city, which {were} on a man's left hand at the gate of the city.	0.0411	neutral	E hizo venir todos los sacerdotes de las ciudades de Judá, y profanó los altos donde los sacerdotes quemaban perfumes, desde Gabaa hasta Beer-seba; y derribó los altares de las puertas que estaban á la entrada de la puerta de Josué, gobernador de la ciudad, que estaban á la mano izquierda, á la puerta de la ciudad.
2KI.23.9	23	9	Nevertheless the priests of the high places came not up to the altar of the LORD in Jerusalem, but they did eat of the unleavened bread among their brethren.	0.16	positive	Empero los sacerdotes de los altos no subían al altar de Jehová en Jerusalem, mas comían panes sin levadura entre sus hermanos.
2KI.23.10	23	10	And he defiled Topheth, which {is} in the valley of the children of Hinnom, that no man might make his son or his daughter to pass through the fire to Molech.	0.0	neutral	Asimismo profanó á Topheth, que está en el valle del hijo de Hinnom, porque ninguno pasase su hijo ó su hija por fuego á Moloch.
2KI.23.11	23	11	And he took away the horses that the kings of Judah had given to the sun, at the entering in of the house of the LORD, by the chamber of Nathanmelech the chamberlain, which {was} in the suburbs, and burned the chariots of the sun with fire. {chamberlain: or, eunuch, or, officer}	0.0	neutral	Quitó también los caballos que los reyes de Judá habían dedicado al sol á la entrada del templo de Jehová, junto á la cámara de Nathan-melech eunuco, el cual tenía cargo de los ejidos; y quemó al fuego los carros del sol.
2KI.23.12	23	12	And the altars that {were} on the top of the upper chamber of Ahaz, which the kings of Judah had made, and the altars which Manasseh had made in the two courts of the house of the LORD, did the king beat down, and brake {them} down from thence, and cast the dust of them into the brook Kidron. {brake...: or, ran from thence}	0.0472	neutral	Derribó además el rey los altares que estaban sobre la techumbre de la sala de Achâz, que los reyes de Judá habían hecho, y los altares que había hecho Manasés en los dos atrios de la casa de Jehová; y de allí corrió y arrojó el polvo en el torrente de Cedrón.
2KI.23.13	23	13	And the high places that {were} before Jerusalem, which {were} on the right hand of the mount of corruption, which Solomon the king of Israel had builded for Ashtoreth the abomination of the Zidonians, and for Chemosh the abomination of the Moabites, and for Milcom the abomination of the children of Ammon, did the king defile. {the mount...: that is, the mount of Olives}	0.2229	positive	Asimismo profanó el rey los altos que estaban delante de Jerusalem, á la mano derecha del monte de la destrucción, los cuales Salomón rey de Israel había edificado á Astharoth, abominación de los Sidonios, y á Chêmos abominación de Moab, y á Milcom abominación de los hijos de Ammón.
2KI.23.14	23	14	And he brake in pieces the images, and cut down the groves, and filled their places with the bones of men. {images: Heb. statues}	0.1222	positive	Y quebró las estatuas, y taló los bosques, é hinchió el lugar de ellos de huesos de hombres.
2KI.23.15	23	15	Moreover the altar that {was} at Bethel, {and} the high place which Jeroboam the son of Nebat, who made Israel to sin, had made, both that altar and the high place he brake down, and burned the high place, {and} stamped {it} small to powder, and burned the grove.	0.0149	neutral	Igualmente el altar que estaba en Beth-el, y el alto que había hecho Jeroboam hijo de Nabat, el que hizo pecar á Israel, aquel altar y el alto destruyó; y quemó el alto, y lo tornó en polvo, y puso fuego al bosque.
2KI.23.16	23	16	And as Josiah turned himself, he spied the sepulchres that {were} there in the mount, and sent, and took the bones out of the sepulchres, and burned {them} upon the altar, and polluted it, according to the word of the LORD which the man of God proclaimed, who proclaimed these words.	0.0	neutral	Y volvióse Josías, y viendo los sepulcros que estaban allí en el monte, envió y sacó los huesos de los sepulcros, y quemólos sobre el altar para contaminarlo, conforme á la palabra de Jehová que había profetizado el varón de Dios, el cual había anunciado estos negocios.
2KI.23.17	23	17	Then he said, What title {is} that that I see? And the men of the city told him, {It is} the sepulchre of the man of God, which came from Judah, and proclaimed these things that thou hast done against the altar of Bethel.	0.0	neutral	Y después dijo: ¿Qué título es este que veo? Y los de la ciudad le respondieron: Este es el sepulcro del varón de Dios que vino de Judá, y profetizó estas cosas que tú has hecho sobre el altar de Beth-el.
2KI.23.18	23	18	And he said, Let him alone; let no man move his bones. So they let his bones alone, with the bones of the prophet that came out of Samaria. {bones alone: Heb. bones to escape}	0.0	neutral	Y él dijo: Dedjadlo; ninguno mueva sus huesos: y así fueron preservados sus huesos, y los huesos del profeta que había venido de Samaria.
2KI.23.19	23	19	And all the houses also of the high places that {were} in the cities of Samaria, which the kings of Israel had made to provoke {the LORD} to anger, Josiah took away, and did to them according to all the acts that he had done in Bethel.	-0.27	negative	Y todas las casas de los altos que estaban en las ciudades de Samaria, las cuales habían hecho los reyes de Israel para provocar á ira, quitólas también Josías, é hizo de ellas como había hecho en Beth-el.
2KI.23.20	23	20	And he slew all the priests of the high places that {were} there upon the altars, and burned men's bones upon them, and returned to Jerusalem. {slew: or, sacrificed}	0.16	positive	Mató además sobre los altares á todos los sacerdotes de los altos que allí estaban, y quemó sobre ellos huesos de hombres, y volvióse á Jerusalem.
2KI.23.21	23	21	And the king commanded all the people, saying, Keep the passover unto the LORD your God, as {it is} written in the book of this covenant.	0.0	neutral	Entonces mandó el rey á todo el pueblo, diciendo: Haced la pascua á Jehová vuestro Dios, conforme á lo que está escrito en el libro de esta alianza.
2KI.23.22	23	22	Surely there was not holden such a passover from the days of the judges that judged Israel, nor in all the days of the kings of Israel, nor of the kings of Judah;	0.25	positive	No fué hecha tal pascua desde los tiempos de los jueces que gobernaron á Israel, ni en todos los tiempos de los reyes de Israel, y de los reyes de Judá.
2KI.23.23	23	23	But in the eighteenth year of king Josiah, {wherein} this passover was holden to the LORD in Jerusalem.	0.0	neutral	A los diez y ocho años del rey Josías fué hecha aquella pascua á Jehová en Jerusalem.
2KI.23.24	23	24	Moreover the {workers with} familiar spirits, and the wizards, and the images, and the idols, and all the abominations that were spied in the land of Judah and in Jerusalem, did Josiah put away, that he might perform the words of the law which were written in the book that Hilkiah the priest found in the house of the LORD. {images: or, teraphim}	0.375	positive	Asimismo barrió Josías los pythones, adivinos, y terapheos, y todas las abominaciones que se veían en la tierra de Judá y en Jerusalem, para cumplir las palabras de la ley que estaban escritas en el libro que el sacerdote Hilcías había hallado en la casa de Jehová.
2KI.23.25	23	25	And like unto him was there no king before him, that turned to the LORD with all his heart, and with all his soul, and with all his might, according to all the law of Moses; neither after him arose there {any} like him.	0.0	neutral	No hubo tal rey antes de él que se convirtiese á Jehová de todo su corazón, y de toda su alma, y de todas su fuerzas, conforme á toda la ley de Moisés; ni después de él nació otro tal.
2KI.23.26	23	26	Notwithstanding the LORD turned not from the fierceness of his great wrath, wherewith his anger was kindled against Judah, because of all the provocations that Manasseh had provoked him withal. {provocations: Heb. angers}	0.05	neutral	Con todo eso, no se volvió Jehová del ardor de su grande ira, con que se había encendido su enojo contra Judá, por todas las provocaciones con que Manasés le había irritado.
2KI.23.27	23	27	And the LORD said, I will remove Judah also out of my sight, as I have removed Israel, and will cast off this city Jerusalem which I have chosen, and the house of which I said, My name shall be there.	0.0	neutral	Y dijo Jehová: También he de quitar de mi presencia á Judá, como quité á Israel, y abominaré á esta ciudad que había escogido, á Jerusalem, y á la casa de la cual había yo dicho: Mi nombre será allí.
2KI.23.28	23	28	Now the rest of the acts of Josiah, and all that he did, {are} they not written in the book of the chronicles of the kings of Judah?	0.0	neutral	Lo demás de los hechos de Josías, y todas las cosas que hizo, ¿no está todo escrito en el libro de las crónicas de los reyes de Judá?
2KI.23.29	23	29	In his days Pharaohnechoh king of Egypt went up against the king of Assyria to the river Euphrates: and king Josiah went against him; and he slew him at Megiddo, when he had seen him.	0.0	neutral	En aquellos días Faraón Nechâo rey de Egipto subió contra el rey de Asiria al río Eufrates, y salió contra él el rey Josías; pero aquél así que le vió, matólo en Megiddo.
2KI.23.30	23	30	And his servants carried him in a chariot dead from Megiddo, and brought him to Jerusalem, and buried him in his own sepulchre. And the people of the land took Jehoahaz the son of Josiah, and anointed him, and made him king in his father's stead.	0.2	positive	Y sus siervos lo pusieron en un carro, y trajéronlo muerto de Megiddo á Jerusalem, y sepultáronlo en su sepulcro. Entonces el pueblo de la tierra tomó á Joachâz hijo de Josías, y ungiéronle y pusiéronlo por rey en lugar de su padre.
2KI.23.31	23	31	Jehoahaz {was} twenty and three years old when he began to reign; and he reigned three months in Jerusalem. And his mother's name {was} Hamutal, the daughter of Jeremiah of Libnah. {Jehoahaz: also called, Shallum}	0.1	neutral	De veintitrés años era Joachâz cuando comenzó á reinar, y reinó tres meses en Jerusalem. El nombre de su madre fué Amutal, hija de Jeremías de Libna.
2KI.23.32	23	32	And he did {that which was} evil in the sight of the LORD, according to all that his fathers had done.	-1.0	negative	Y él hizo lo malo en ojos de Jehová, conforme á todas las cosas que sus padres habían hecho.
2KI.23.33	23	33	And Pharaohnechoh put him in bands at Riblah in the land of Hamath, that he might not reign in Jerusalem; and put the land to a tribute of an hundred talents of silver, and a talent of gold. {that...: or, because he reigned} {put the...: Heb. set a fine upon the land}	0.4167	positive	Y echólo preso Faraón Nechâo en Ribla en la provincia de Hamath, reinando él en Jerusalem; é impuso sobre la tierra una multa de cien talentos de plata, y uno de oro.
2KI.23.34	23	34	And Pharaohnechoh made Eliakim the son of Josiah king in the room of Josiah his father, and turned his name to Jehoiakim, and took Jehoahaz away: and he came to Egypt, and died there.	0.0	neutral	Entonces Faraón Nechâo puso por rey á Eliacim hijo de Josías, en lugar de Josías su padre, y mudóle el nombre en el de Joacim; y tomó á Joachâz, y llevólo á Egipto, y murió allí.
2KI.23.35	23	35	And Jehoiakim gave the silver and the gold to Pharaoh; but he taxed the land to give the money according to the commandment of Pharaoh: he exacted the silver and the gold of the people of the land, of every one according to his taxation, to give {it} unto Pharaohnechoh.	0.0	neutral	Y Joacim pagó á Faraón la plata y el oro; mas hizo apreciar la tierra para dar el dinero conforme al mandamiento de Faraón, sacando la plata y oro del pueblo de la tierra, de cada uno según la estimación de su hacienda, para dar á Faraón Nechâo.
2KI.23.36	23	36	Jehoiakim {was} twenty and five years old when he began to reign; and he reigned eleven years in Jerusalem. And his mother's name {was} Zebudah, the daughter of Pedaiah of Rumah.	0.1	neutral	De veinticinco años era Joacim cuando comenzó á Reinar, y once años reinó en Jerusalem. El nombre de su madre fué Zebuda hija de Pedaia, de Ruma.
2KI.23.37	23	37	And he did {that which was} evil in the sight of the LORD, according to all that his fathers had done.	-1.0	negative	E hizo lo malo en ojos de Jehová, conforme á todas las cosas que sus padres habían hecho.
2KI.24.1	24	1	In his days Nebuchadnezzar king of Babylon came up, and Jehoiakim became his servant three years: then he turned and rebelled against him.	0.0	neutral	EN su tiempo subió Nabucodonosor rey de Babilonia, al cual sirvió Joacim tres años; volvióse luego, y se rebeló contra él.
2KI.24.2	24	2	And the LORD sent against him bands of the Chaldees, and bands of the Syrians, and bands of the Moabites, and bands of the children of Ammon, and sent them against Judah to destroy it, according to the word of the LORD, which he spake by his servants the prophets. {by: Heb. by the hand of}	-0.2	negative	Jehová empero envió contra él tropas de Caldeos, y tropas de Siros, y tropas de Moabitas, y tropas de Ammonitas; los cuales envió contra Judá para que la destruyesen, conforme á la palabra de Jehová que había hablado por sus siervos los profetas.
2KI.24.3	24	3	Surely at the commandment of the LORD came {this} upon Judah, to remove {them} out of his sight, for the sins of Manasseh, according to all that he did;	0.5	positive	Ciertamente vino esto contra Judá por dicho de Jehová, para quitarla de su presencia, por los pecados de Manasés, conforme á todo lo que hizo;
2KI.24.4	24	4	And also for the innocent blood that he shed: for he filled Jerusalem with innocent blood; which the LORD would not pardon.	0.4667	positive	Asimismo por la sangre inocente que derramó, pues hinchió á Jerusalem de sangre inocente: Jehová por tanto, no quiso perdonar.
2KI.24.5	24	5	Now the rest of the acts of Jehoiakim, and all that he did, {are} they not written in the book of the chronicles of the kings of Judah?	0.0	neutral	Lo demás de los hechos de Joacim, y todas las cosas que hizo, ¿no está escrito en el libro de las crónicas de los reyes de Judá?
2KI.24.6	24	6	So Jehoiakim slept with his fathers: and Jehoiachin his son reigned in his stead.	0.0	neutral	Y durmió Joacim con sus padres, y reinó en su lugar Joachîn su hijo.
2KI.24.7	24	7	And the king of Egypt came not again any more out of his land: for the king of Babylon had taken from the river of Egypt unto the river Euphrates all that pertained to the king of Egypt.	0.5	positive	Y nunca más el rey de Egipto salió de su tierra: porque el rey de Babilonia le tomó todo lo que era suyo, desde el río de Egipto hasta el río de Eufrates.
2KI.24.8	24	8	Jehoiachin {was} eighteen years old when he began to reign, and he reigned in Jerusalem three months. And his mother's name {was} Nehushta, the daughter of Elnathan of Jerusalem. {Jehoiachin: also called Jeconiah and Coniah}	0.1	neutral	De dieciocho años era Joachîn cuando comenzó á reinar, y reinó en Jerusalem tres meses. El nombre de su madre fué Neusta hija de Elnathán, de Jerusalem.
2KI.24.9	24	9	And he did {that which was} evil in the sight of the LORD, according to all that his father had done.	-1.0	negative	E hizo lo malo en ojos de Jehová, conforme á todas las cosas que había hecho su padre.
2KI.24.10	24	10	At that time the servants of Nebuchadnezzar king of Babylon came up against Jerusalem, and the city was besieged. {was...: Heb. came into siege}	0.0	neutral	En aquel tiempo subieron los siervos de Nabucodonosor rey de Babilonia contra Jerusalem y la ciudad fué cercada.
2KI.24.11	24	11	And Nebuchadnezzar king of Babylon came against the city, and his servants did besiege it.	0.0	neutral	Vino también Nabucodonosor rey de Babilonia contra la ciudad, cuando sus siervos la tenían cercada.
2KI.24.12	24	12	And Jehoiachin the king of Judah went out to the king of Babylon, he, and his mother, and his servants, and his princes, and his officers: and the king of Babylon took him in the eighth year of his reign. {officers: or, eunuchs} {his reign: Nebuchadnezzar's eighth year}	0.0	neutral	Entonces salió Joachîn rey de Judá al rey de Babilonia, él, y su madre, y sus siervos, y sus príncipes, y sus eunucos: y prendiólo el rey de Babilonia en el octavo año de su reinado.
2KI.24.13	24	13	And he carried out thence all the treasures of the house of the LORD, and the treasures of the king's house, and cut in pieces all the vessels of gold which Solomon king of Israel had made in the temple of the LORD, as the LORD had said.	0.0	neutral	Y sacó de allí todos los tesoros de la casa de Jehová, y los tesoros de la casa real, y quebró en piezas todos los vasos de oro que había hecho Salomón rey de Israel en la casa de Jehová, como Jehová había dicho.
2KI.24.14	24	14	And he carried away all Jerusalem, and all the princes, and all the mighty men of valour, {even} ten thousand captives, and all the craftsmen and smiths: none remained, save the poorest sort of the people of the land.	0.2	positive	Y llevó en cautiverio á toda Jerusalem, á todos los príncipes, y á todos los hombres valientes, hasta diez mil cautivos, y á todos los oficiales y herreros; que no quedó nadie, excepto los pobres del pueblo de la tierra.
2KI.24.15	24	15	And he carried away Jehoiachin to Babylon, and the king's mother, and the king's wives, and his officers, and the mighty of the land, {those} carried he into captivity from Jerusalem to Babylon. {officers: or, eunuchs}	0.4	positive	Asimismo trasportó á Joachîn á Babilonia, y á la madre del rey, y á las mujeres del rey, y á sus eunucos, y á los poderosos de la tierra; cautivos los llevó de Jerusalem á Babilonia.
2KI.24.16	24	16	And all the men of might, {even} seven thousand, and craftsmen and smiths a thousand, all {that were} strong {and} apt for war, even them the king of Babylon brought captive to Babylon.	0.4111	positive	A todos los hombre de guerra, que fueron siete mil, y á los oficiales y herrreros, que fueron mil, y á todos los valientes para hacer la guerra, llevó cautivos el rey de Babilonia.
